date,distributor_id,distributor_name,product_id,product_name,ideal_temp_f,actual_temp_f,breach,breach_severity
1/22/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.1,NO,OK
1/22/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,47.9,YES,HIGH
1/22/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,41,NO,OK
1/22/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,31.1,NO,OK
1/22/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,52.5,NO,OK
1/22/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,46.5,YES,MEDIUM
1/22/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,44.8,YES,HIGH
1/23/2024,D001,Green Valley Produce,P001,Leafy Greens,34,34.3,NO,OK
1/23/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.4,NO,OK
1/23/2024,D001,Green Valley Produce,P003,Ground Beef,32,34,NO,OK
1/23/2024,D001,Green Valley Produce,P004,Tomatoes,50,62.1,YES,HIGH
1/23/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,37.8,NO,OK
1/23/2024,D001,Green Valley Produce,P006,Chicken Breast,32,32.1,NO,OK
1/23/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,36.1,NO,OK
1/23/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.1,NO,OK
1/23/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,38.9,YES,MEDIUM
1/23/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,51.2,NO,OK
1/23/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,48.3,YES,HIGH
1/23/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,32.1,NO,OK
1/23/2024,D003,Heartland Meats,P001,Leafy Greens,34,36.2,NO,OK
1/23/2024,D003,Heartland Meats,P002,Whole Milk,38,37.7,NO,OK
1/23/2024,D003,Heartland Meats,P003,Ground Beef,32,34.6,NO,OK
1/23/2024,D003,Heartland Meats,P004,Tomatoes,50,49.2,NO,OK
1/23/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,51.2,YES,HIGH
1/23/2024,D003,Heartland Meats,P006,Chicken Breast,32,41.1,YES,MEDIUM
1/23/2024,D004,Southwest Organics,P001,Leafy Greens,34,43.1,YES,MEDIUM
1/23/2024,D004,Southwest Organics,P002,Whole Milk,38,40.6,NO,OK
1/23/2024,D004,Southwest Organics,P003,Ground Beef,32,33.8,NO,OK
1/23/2024,D004,Southwest Organics,P004,Tomatoes,50,50.4,NO,OK
1/23/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.8,NO,OK
1/23/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.2,NO,OK
1/23/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,47.4,YES,HIGH
1/23/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,39.3,NO,OK
1/23/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,44.4,YES,HIGH
1/23/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,49.4,NO,OK
1/23/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,39.6,NO,OK
1/23/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,32.9,NO,OK
1/24/2024,D001,Green Valley Produce,P001,Leafy Greens,34,33.6,NO,OK
1/24/2024,D001,Green Valley Produce,P002,Whole Milk,38,38,NO,OK
1/24/2024,D001,Green Valley Produce,P003,Ground Beef,32,31.7,NO,OK
1/24/2024,D001,Green Valley Produce,P004,Tomatoes,50,50.3,NO,OK
1/24/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,38.3,NO,OK
1/24/2024,D001,Green Valley Produce,P006,Chicken Breast,32,31.3,NO,OK
1/24/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,43.8,YES,MEDIUM
1/24/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.1,NO,OK
1/24/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,33.3,NO,OK
1/24/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,50.6,NO,OK
1/24/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,37.4,NO,OK
1/24/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,31.3,NO,OK
1/24/2024,D003,Heartland Meats,P001,Leafy Greens,34,34.8,NO,OK
1/24/2024,D003,Heartland Meats,P002,Whole Milk,38,38,NO,OK
1/24/2024,D003,Heartland Meats,P003,Ground Beef,32,31.6,NO,OK
1/24/2024,D003,Heartland Meats,P004,Tomatoes,50,49.3,NO,OK
1/24/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,39.8,NO,OK
1/24/2024,D003,Heartland Meats,P006,Chicken Breast,32,34.9,NO,OK
1/24/2024,D004,Southwest Organics,P001,Leafy Greens,34,34.4,NO,OK
1/24/2024,D004,Southwest Organics,P002,Whole Milk,38,37.7,NO,OK
1/24/2024,D004,Southwest Organics,P003,Ground Beef,32,34,NO,OK
1/24/2024,D004,Southwest Organics,P004,Tomatoes,50,52.3,NO,OK
1/24/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,48.8,YES,HIGH
1/24/2024,D004,Southwest Organics,P006,Chicken Breast,32,31.4,NO,OK
1/24/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,34.2,NO,OK
1/24/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,39.4,NO,OK
1/24/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,33.4,NO,OK
1/24/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,50.3,NO,OK
1/24/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,37.2,NO,OK
1/24/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,31.6,NO,OK
1/25/2024,D001,Green Valley Produce,P001,Leafy Greens,34,36,NO,OK
1/25/2024,D001,Green Valley Produce,P002,Whole Milk,38,40,NO,OK
1/25/2024,D001,Green Valley Produce,P003,Ground Beef,32,32.8,NO,OK
1/25/2024,D001,Green Valley Produce,P004,Tomatoes,50,51.5,NO,OK
1/25/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,37.8,NO,OK
1/25/2024,D001,Green Valley Produce,P006,Chicken Breast,32,32.2,NO,OK
1/25/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,35.7,NO,OK
1/25/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,40.7,NO,OK
1/25/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,34.7,NO,OK
1/25/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,51.3,NO,OK
1/25/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,39,NO,OK
1/25/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,34.4,NO,OK
1/25/2024,D003,Heartland Meats,P001,Leafy Greens,34,47.2,YES,HIGH
1/25/2024,D003,Heartland Meats,P002,Whole Milk,38,37,NO,OK
1/25/2024,D003,Heartland Meats,P003,Ground Beef,32,34.9,NO,OK
1/25/2024,D003,Heartland Meats,P004,Tomatoes,50,58.3,YES,MEDIUM
1/25/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,47.5,YES,MEDIUM
1/25/2024,D003,Heartland Meats,P006,Chicken Breast,32,33.5,NO,OK
1/25/2024,D004,Southwest Organics,P001,Leafy Greens,34,34.6,NO,OK
1/25/2024,D004,Southwest Organics,P002,Whole Milk,38,37.8,NO,OK
1/25/2024,D004,Southwest Organics,P003,Ground Beef,32,39.1,YES,MEDIUM
1/25/2024,D004,Southwest Organics,P004,Tomatoes,50,52.4,NO,OK
1/25/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,38.7,NO,OK
1/25/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.5,NO,OK
1/25/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,40.1,YES,MEDIUM
1/25/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,37.6,NO,OK
1/25/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,33.6,NO,OK
1/25/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,49.5,NO,OK
1/25/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,50.4,YES,HIGH
1/25/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,34.6,NO,OK
1/26/2024,D001,Green Valley Produce,P001,Leafy Greens,34,36.7,NO,OK
1/26/2024,D001,Green Valley Produce,P002,Whole Milk,38,38.8,NO,OK
1/26/2024,D001,Green Valley Produce,P003,Ground Beef,32,34.3,NO,OK
1/26/2024,D001,Green Valley Produce,P004,Tomatoes,50,49.9,NO,OK
1/26/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,37,NO,OK
1/26/2024,D001,Green Valley Produce,P006,Chicken Breast,32,33.9,NO,OK
1/26/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,34.1,NO,OK
1/26/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,39.3,NO,OK
1/26/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,38.3,YES,MEDIUM
1/26/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,50.5,NO,OK
1/26/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,40.8,NO,OK
1/26/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,43.8,YES,HIGH
1/26/2024,D003,Heartland Meats,P001,Leafy Greens,34,36.4,NO,OK
1/26/2024,D003,Heartland Meats,P002,Whole Milk,38,38.1,NO,OK
1/26/2024,D003,Heartland Meats,P003,Ground Beef,32,33.1,NO,OK
1/26/2024,D003,Heartland Meats,P004,Tomatoes,50,50,NO,OK
1/26/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,39.7,NO,OK
1/26/2024,D003,Heartland Meats,P006,Chicken Breast,32,33.7,NO,OK
1/26/2024,D004,Southwest Organics,P001,Leafy Greens,34,35.3,NO,OK
1/26/2024,D004,Southwest Organics,P002,Whole Milk,38,40.6,NO,OK
1/26/2024,D004,Southwest Organics,P003,Ground Beef,32,31,NO,OK
1/26/2024,D004,Southwest Organics,P004,Tomatoes,50,52.6,NO,OK
1/26/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,38.3,NO,OK
1/26/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.9,NO,OK
1/26/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,33.7,NO,OK
1/26/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,39.4,NO,OK
1/26/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,34.1,NO,OK
1/26/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51.5,NO,OK
1/26/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,39.3,NO,OK
1/26/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,32.2,NO,OK
1/27/2024,D001,Green Valley Produce,P001,Leafy Greens,34,33.1,NO,OK
1/27/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.5,NO,OK
1/27/2024,D001,Green Valley Produce,P003,Ground Beef,32,44.3,YES,HIGH
1/27/2024,D001,Green Valley Produce,P004,Tomatoes,50,51.5,NO,OK
1/27/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,38,NO,OK
1/27/2024,D001,Green Valley Produce,P006,Chicken Breast,32,33.4,NO,OK
1/27/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,36,NO,OK
1/27/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.5,NO,OK
1/27/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,44.3,YES,HIGH
1/27/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,49.7,NO,OK
1/27/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,37.1,NO,OK
1/27/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,34.9,NO,OK
1/27/2024,D003,Heartland Meats,P001,Leafy Greens,34,36.3,NO,OK
1/27/2024,D003,Heartland Meats,P002,Whole Milk,38,40,NO,OK
1/27/2024,D003,Heartland Meats,P003,Ground Beef,32,32.5,NO,OK
1/27/2024,D003,Heartland Meats,P004,Tomatoes,50,51.9,NO,OK
1/27/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,48.6,YES,HIGH
1/27/2024,D003,Heartland Meats,P006,Chicken Breast,32,31.2,NO,OK
1/27/2024,D004,Southwest Organics,P001,Leafy Greens,34,36.3,NO,OK
1/27/2024,D004,Southwest Organics,P002,Whole Milk,38,47.7,YES,MEDIUM
1/27/2024,D004,Southwest Organics,P003,Ground Beef,32,32.9,NO,OK
1/27/2024,D004,Southwest Organics,P004,Tomatoes,50,52.7,NO,OK
1/27/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,39.7,NO,OK
1/27/2024,D004,Southwest Organics,P006,Chicken Breast,32,32.1,NO,OK
1/27/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,34.7,NO,OK
1/27/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,40.2,NO,OK
1/27/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,32.3,NO,OK
1/27/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,52.8,NO,OK
1/27/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,48.3,YES,HIGH
1/27/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,34.4,NO,OK
1/28/2024,D001,Green Valley Produce,P001,Leafy Greens,34,35.6,NO,OK
1/28/2024,D001,Green Valley Produce,P002,Whole Milk,38,38.1,NO,OK
1/28/2024,D001,Green Valley Produce,P003,Ground Beef,32,32,NO,OK
1/28/2024,D001,Green Valley Produce,P004,Tomatoes,50,50.8,NO,OK
1/28/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,38,NO,OK
1/28/2024,D001,Green Valley Produce,P006,Chicken Breast,32,34.1,NO,OK
1/28/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,35.7,NO,OK
1/28/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.3,NO,OK
1/28/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,38.1,YES,MEDIUM
1/28/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,59.3,YES,MEDIUM
1/28/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,39.7,NO,OK
1/28/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,33.9,NO,OK
1/28/2024,D003,Heartland Meats,P001,Leafy Greens,34,33.1,NO,OK
1/28/2024,D003,Heartland Meats,P002,Whole Milk,38,37.2,NO,OK
1/28/2024,D003,Heartland Meats,P003,Ground Beef,32,34.6,NO,OK
1/28/2024,D003,Heartland Meats,P004,Tomatoes,50,51.4,NO,OK
1/28/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,51.7,YES,HIGH
1/28/2024,D003,Heartland Meats,P006,Chicken Breast,32,42.8,YES,HIGH
1/28/2024,D004,Southwest Organics,P001,Leafy Greens,34,36.1,NO,OK
1/28/2024,D004,Southwest Organics,P002,Whole Milk,38,40.2,NO,OK
1/28/2024,D004,Southwest Organics,P003,Ground Beef,32,31.4,NO,OK
1/28/2024,D004,Southwest Organics,P004,Tomatoes,50,50.2,NO,OK
1/28/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.3,NO,OK
1/28/2024,D004,Southwest Organics,P006,Chicken Breast,32,35,NO,OK
1/28/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,35.8,NO,OK
1/28/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,40.1,NO,OK
1/28/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,34.1,NO,OK
1/28/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,49.2,NO,OK
1/28/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,41,NO,OK
1/28/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,34.3,NO,OK
1/29/2024,D001,Green Valley Produce,P001,Leafy Greens,34,40.6,YES,MEDIUM
1/29/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.8,NO,OK
1/29/2024,D001,Green Valley Produce,P003,Ground Beef,32,33.6,NO,OK
1/29/2024,D001,Green Valley Produce,P004,Tomatoes,50,60.3,YES,HIGH
1/29/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,39.5,NO,OK
1/29/2024,D001,Green Valley Produce,P006,Chicken Breast,32,41.5,YES,MEDIUM
1/29/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,33.1,NO,OK
1/29/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,49.8,YES,HIGH
1/29/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,31.1,NO,OK
1/29/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,51.6,NO,OK
1/29/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,44.3,YES,MEDIUM
1/29/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,31.6,NO,OK
1/29/2024,D003,Heartland Meats,P001,Leafy Greens,34,34.6,NO,OK
1/29/2024,D003,Heartland Meats,P002,Whole Milk,38,49.7,YES,HIGH
1/29/2024,D003,Heartland Meats,P003,Ground Beef,32,32.9,NO,OK
1/29/2024,D003,Heartland Meats,P004,Tomatoes,50,51.9,NO,OK
1/29/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,37.3,NO,OK
1/29/2024,D003,Heartland Meats,P006,Chicken Breast,32,32.5,NO,OK
1/29/2024,D004,Southwest Organics,P001,Leafy Greens,34,36.1,NO,OK
1/29/2024,D004,Southwest Organics,P002,Whole Milk,38,48.3,YES,HIGH
1/29/2024,D004,Southwest Organics,P003,Ground Beef,32,32.3,NO,OK
1/29/2024,D004,Southwest Organics,P004,Tomatoes,50,49.2,NO,OK
1/29/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,39.6,NO,OK
1/29/2024,D004,Southwest Organics,P006,Chicken Breast,32,34.4,NO,OK
1/29/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,36.4,NO,OK
1/29/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,38.2,NO,OK
1/29/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,33.2,NO,OK
1/29/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51.6,NO,OK
1/29/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,38.6,NO,OK
1/29/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,43.5,YES,HIGH
1/30/2024,D001,Green Valley Produce,P001,Leafy Greens,34,36.5,NO,OK
1/30/2024,D001,Green Valley Produce,P002,Whole Milk,38,37.8,NO,OK
1/30/2024,D001,Green Valley Produce,P003,Ground Beef,32,38.2,YES,MEDIUM
1/30/2024,D001,Green Valley Produce,P004,Tomatoes,50,50,NO,OK
1/30/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,40.2,NO,OK
1/30/2024,D001,Green Valley Produce,P006,Chicken Breast,32,33,NO,OK
1/30/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,36.2,NO,OK
1/30/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,37.1,NO,OK
1/30/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,32.4,NO,OK
1/30/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,50.6,NO,OK
1/30/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,39.6,NO,OK
1/30/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,34.8,NO,OK
1/30/2024,D003,Heartland Meats,P001,Leafy Greens,34,35.1,NO,OK
1/30/2024,D003,Heartland Meats,P002,Whole Milk,38,37.9,NO,OK
1/30/2024,D003,Heartland Meats,P003,Ground Beef,32,43.9,YES,HIGH
1/30/2024,D003,Heartland Meats,P004,Tomatoes,50,49.1,NO,OK
1/30/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,39.5,NO,OK
1/30/2024,D003,Heartland Meats,P006,Chicken Breast,32,33.6,NO,OK
1/30/2024,D004,Southwest Organics,P001,Leafy Greens,34,45.1,YES,HIGH
1/30/2024,D004,Southwest Organics,P002,Whole Milk,38,40.3,NO,OK
1/30/2024,D004,Southwest Organics,P003,Ground Beef,32,42.9,YES,HIGH
1/30/2024,D004,Southwest Organics,P004,Tomatoes,50,49.3,NO,OK
1/30/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.5,NO,OK
1/30/2024,D004,Southwest Organics,P006,Chicken Breast,32,33.5,NO,OK
1/30/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,41.6,YES,MEDIUM
1/30/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,40.3,NO,OK
1/30/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,32.6,NO,OK
1/30/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,61.5,YES,HIGH
1/30/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,38.3,NO,OK
1/30/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,31.9,NO,OK
1/31/2024,D001,Green Valley Produce,P001,Leafy Greens,34,41.4,YES,MEDIUM
1/31/2024,D001,Green Valley Produce,P002,Whole Milk,38,46.2,YES,MEDIUM
1/31/2024,D001,Green Valley Produce,P003,Ground Beef,32,31.7,NO,OK
1/31/2024,D001,Green Valley Produce,P004,Tomatoes,50,49.7,NO,OK
1/31/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,39.3,NO,OK
1/31/2024,D001,Green Valley Produce,P006,Chicken Breast,32,44.3,YES,HIGH
1/31/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,34.5,NO,OK
1/31/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,51,YES,HIGH
1/31/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,38.1,YES,MEDIUM
1/31/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,51.8,NO,OK
1/31/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,38.1,NO,OK
1/31/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,34.2,NO,OK
1/31/2024,D003,Heartland Meats,P001,Leafy Greens,34,33.5,NO,OK
1/31/2024,D003,Heartland Meats,P002,Whole Milk,38,46.2,YES,MEDIUM
1/31/2024,D003,Heartland Meats,P003,Ground Beef,32,32,NO,OK
1/31/2024,D003,Heartland Meats,P004,Tomatoes,50,61.5,YES,HIGH
1/31/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,39.9,NO,OK
1/31/2024,D003,Heartland Meats,P006,Chicken Breast,32,31.4,NO,OK
1/31/2024,D004,Southwest Organics,P001,Leafy Greens,34,34.2,NO,OK
1/31/2024,D004,Southwest Organics,P002,Whole Milk,38,39.2,NO,OK
1/31/2024,D004,Southwest Organics,P003,Ground Beef,32,34.9,NO,OK
1/31/2024,D004,Southwest Organics,P004,Tomatoes,50,51.5,NO,OK
1/31/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,40.9,NO,OK
1/31/2024,D004,Southwest Organics,P006,Chicken Breast,32,32.9,NO,OK
1/31/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,33.8,NO,OK
1/31/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,44.9,YES,MEDIUM
1/31/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,44.8,YES,HIGH
1/31/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51,NO,OK
1/31/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,51.4,YES,HIGH
1/31/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,40.9,YES,MEDIUM
2/1/2024,D001,Green Valley Produce,P001,Leafy Greens,34,34,NO,OK
2/1/2024,D001,Green Valley Produce,P002,Whole Milk,38,40.6,NO,OK
2/1/2024,D001,Green Valley Produce,P003,Ground Beef,32,31.4,NO,OK
2/1/2024,D001,Green Valley Produce,P004,Tomatoes,50,60.3,YES,HIGH
2/1/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,44.2,YES,MEDIUM
2/1/2024,D001,Green Valley Produce,P006,Chicken Breast,32,31.3,NO,OK
2/1/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,34.8,NO,OK
2/1/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.7,NO,OK
2/1/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,34.6,NO,OK
2/1/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,49.4,NO,OK
2/1/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,37.9,NO,OK
2/1/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,31.8,NO,OK
2/1/2024,D003,Heartland Meats,P001,Leafy Greens,34,33.3,NO,OK
2/1/2024,D003,Heartland Meats,P002,Whole Milk,38,37.2,NO,OK
2/1/2024,D003,Heartland Meats,P003,Ground Beef,32,31.9,NO,OK
2/1/2024,D003,Heartland Meats,P004,Tomatoes,50,49.7,NO,OK
2/1/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,38.8,NO,OK
2/1/2024,D003,Heartland Meats,P006,Chicken Breast,32,32.4,NO,OK
2/1/2024,D004,Southwest Organics,P001,Leafy Greens,34,34.3,NO,OK
2/1/2024,D004,Southwest Organics,P002,Whole Milk,38,48.5,YES,HIGH
2/1/2024,D004,Southwest Organics,P003,Ground Beef,32,31.4,NO,OK
2/1/2024,D004,Southwest Organics,P004,Tomatoes,50,50.7,NO,OK
2/1/2024,D004,Southwest Organics,P005,Cheddar Cheese,38,37.9,NO,OK
2/1/2024,D004,Southwest Organics,P006,Chicken Breast,32,31.6,NO,OK
2/1/2024,D005,Great Lakes Dairy,P001,Leafy Greens,34,36.8,NO,OK
2/1/2024,D005,Great Lakes Dairy,P002,Whole Milk,38,39.3,NO,OK
2/1/2024,D005,Great Lakes Dairy,P003,Ground Beef,32,31.9,NO,OK
2/1/2024,D005,Great Lakes Dairy,P004,Tomatoes,50,51.1,NO,OK
2/1/2024,D005,Great Lakes Dairy,P005,Cheddar Cheese,38,37.9,NO,OK
2/1/2024,D005,Great Lakes Dairy,P006,Chicken Breast,32,32.9,NO,OK
2/2/2024,D001,Green Valley Produce,P001,Leafy Greens,34,43.4,YES,MEDIUM
2/2/2024,D001,Green Valley Produce,P002,Whole Milk,38,38,NO,OK
2/2/2024,D001,Green Valley Produce,P003,Ground Beef,32,31.9,NO,OK
2/2/2024,D001,Green Valley Produce,P004,Tomatoes,50,52.8,NO,OK
2/2/2024,D001,Green Valley Produce,P005,Cheddar Cheese,38,40.6,NO,OK
2/2/2024,D001,Green Valley Produce,P006,Chicken Breast,32,31.2,NO,OK
2/2/2024,D002,Fresh Coast Foods,P001,Leafy Greens,34,35.9,NO,OK
2/2/2024,D002,Fresh Coast Foods,P002,Whole Milk,38,38.7,NO,OK
2/2/2024,D002,Fresh Coast Foods,P003,Ground Beef,32,34.2,NO,OK
2/2/2024,D002,Fresh Coast Foods,P004,Tomatoes,50,49.4,NO,OK
2/2/2024,D002,Fresh Coast Foods,P005,Cheddar Cheese,38,37.3,NO,OK
2/2/2024,D002,Fresh Coast Foods,P006,Chicken Breast,32,33.8,NO,OK
2/2/2024,D003,Heartland Meats,P001,Leafy Greens,34,33.9,NO,OK
2/2/2024,D003,Heartland Meats,P002,Whole Milk,38,38,NO,OK
2/2/2024,D003,Heartland Meats,P003,Ground Beef,32,31.1,NO,OK
2/2/2024,D003,Heartland Meats,P004,Tomatoes,50,49.6,NO,OK
2/2/2024,D003,Heartland Meats,P005,Cheddar Cheese,38,39.3,NO,OK
2/2/2024,D003,Heartland Meats,P006,Chicken Breast,32,34.9,NO,OK
2/2/2024,D004,Southwest Organics,P001,Leafy Greens,34,33.6,NO,OK
2/2/2024,D004,Southwest Organics,P002,Whole Milk,38,37.7,NO,OK
